,Open,High,Low,Close,Adj Close,Volume,timeframe
2024-02-21 09:41:00+05:30,4047.0,4047.0,4038.550048828125,4040.550048828125,4040.550048828125,13102.0,1m
2024-02-21 09:42:00+05:30,4040.550048828125,4044.949951171875,4039.5,4041.85009765625,4041.85009765625,7118.0,1m
2024-02-21 09:43:00+05:30,4042.35009765625,4046.949951171875,4041.5,4043.949951171875,4043.949951171875,3927.0,1m
2024-02-21 09:44:00+05:30,4044.449951171875,4046.699951171875,4043.64990234375,4045.60009765625,4045.60009765625,4399.0,1m
2024-02-21 09:45:00+05:30,4045.949951171875,4050.0,4045.949951171875,4048.550048828125,4048.550048828125,10991.0,1m
2024-02-21 09:46:00+05:30,4048.550048828125,4049.60009765625,4044.050048828125,4045.0,4045.0,7923.0,1m
2024-02-21 09:47:00+05:30,4044.300048828125,4047.449951171875,4043.0,4044.10009765625,4044.10009765625,5965.0,1m
2024-02-21 09:48:00+05:30,4043.699951171875,4043.699951171875,4040.0,4042.800048828125,4042.800048828125,8997.0,1m
2024-02-21 09:49:00+05:30,4042.60009765625,4045.85009765625,4041.050048828125,4045.85009765625,4045.85009765625,5729.0,1m
2024-02-21 09:50:00+05:30,4046.89990234375,4057.699951171875,4046.89990234375,4057.60009765625,4057.60009765625,22920.0,1m
2024-02-21 09:51:00+05:30,4057.949951171875,4058.0,4053.39990234375,4053.949951171875,4053.949951171875,8402.0,1m
2024-02-21 09:52:00+05:30,4053.800048828125,4055.14990234375,4052.35009765625,4054.14990234375,4054.14990234375,4888.0,1m
2024-02-21 09:53:00+05:30,4054.10009765625,4056.89990234375,4052.60009765625,4055.64990234375,4055.64990234375,4096.0,1m
2024-02-21 09:54:00+05:30,4057.0,4057.800048828125,4053.699951171875,4054.14990234375,4054.14990234375,2665.0,1m
2024-02-21 09:55:00+05:30,4053.550048828125,4053.550048828125,4046.75,4048.550048828125,4048.550048828125,6945.0,1m
2024-02-21 09:56:00+05:30,4049.35009765625,4050.85009765625,4046.050048828125,4050.0,4050.0,2961.0,1m
2024-02-21 09:57:00+05:30,4049.89990234375,4057.449951171875,4049.89990234375,4055.64990234375,4055.64990234375,4472.0,1m
2024-02-21 09:58:00+05:30,4055.64990234375,4059.949951171875,4055.64990234375,4056.5,4056.5,8720.0,1m
2024-02-21 09:59:00+05:30,4057.199951171875,4060.0,4055.949951171875,4057.0,4057.0,152207.0,1m
2024-02-21 10:00:00+05:30,4056.25,4059.39990234375,4055.550048828125,4058.949951171875,4058.949951171875,9256.0,1m
2024-02-21 10:01:00+05:30,4058.89990234375,4059.14990234375,4057.75,4059.10009765625,4059.10009765625,7049.0,1m
2024-02-21 10:02:00+05:30,4059.10009765625,4059.14990234375,4057.050048828125,4058.75,4058.75,9957.0,1m
2024-02-21 10:03:00+05:30,4058.75,4059.0,4056.35009765625,4058.800048828125,4058.800048828125,11738.0,1m
2024-02-21 10:04:00+05:30,4058.64990234375,4062.39990234375,4058.39990234375,4062.39990234375,4062.39990234375,8531.0,1m
2024-02-21 10:05:00+05:30,4062.39990234375,4063.35009765625,4059.300048828125,4059.300048828125,4059.300048828125,8941.0,1m
2024-02-21 10:06:00+05:30,4060.300048828125,4060.300048828125,4057.300048828125,4057.699951171875,4057.699951171875,6187.0,1m
2024-02-21 10:07:00+05:30,4057.699951171875,4057.699951171875,4053.0,4053.0,4053.0,8793.0,1m
2024-02-21 10:08:00+05:30,4055.050048828125,4055.699951171875,4053.10009765625,4053.300048828125,4053.300048828125,4763.0,1m
2024-02-21 10:09:00+05:30,4053.5,4055.85009765625,4052.89990234375,4054.64990234375,4054.64990234375,5465.0,1m
2024-02-21 10:10:00+05:30,4054.699951171875,4055.0,4051.89990234375,4052.10009765625,4052.10009765625,6710.0,1m
2024-02-21 10:11:00+05:30,4052.5,4053.300048828125,4051.64990234375,4051.75,4051.75,5235.0,1m
2024-02-21 10:12:00+05:30,4051.550048828125,4052.949951171875,4049.5,4049.60009765625,4049.60009765625,8390.0,1m
2024-02-21 10:13:00+05:30,4049.60009765625,4053.0,4046.300048828125,4052.35009765625,4052.35009765625,9931.0,1m
2024-02-21 10:14:00+05:30,4052.39990234375,4055.0,4051.60009765625,4053.0,4053.0,5787.0,1m
2024-02-21 10:15:00+05:30,4053.0,4057.449951171875,4052.89990234375,4057.199951171875,4057.199951171875,4473.0,1m
2024-02-21 10:16:00+05:30,4057.199951171875,4057.199951171875,4053.85009765625,4056.949951171875,4056.949951171875,3816.0,1m
2024-02-21 10:17:00+05:30,4056.949951171875,4056.949951171875,4053.0,4053.199951171875,4053.199951171875,4161.0,1m
2024-02-21 10:18:00+05:30,4053.199951171875,4053.199951171875,4050.199951171875,4052.050048828125,4052.050048828125,5435.0,1m
2024-02-21 10:19:00+05:30,4052.050048828125,4052.800048828125,4051.699951171875,4051.699951171875,4051.699951171875,9145.0,1m
2024-02-21 10:20:00+05:30,4051.75,4051.75,4046.0,4046.050048828125,4046.050048828125,7229.0,1m
2024-02-21 10:21:00+05:30,4046.0,4046.050048828125,4040.75,4044.0,4044.0,9943.0,1m
2024-02-21 10:22:00+05:30,4044.0,4051.699951171875,4043.60009765625,4050.35009765625,4050.35009765625,25406.0,1m
2024-02-21 10:23:00+05:30,4051.699951171875,4051.699951171875,4047.64990234375,4048.0,4048.0,2768.0,1m
2024-02-21 10:24:00+05:30,4048.0,4050.949951171875,4047.550048828125,4050.449951171875,4050.449951171875,4713.0,1m
2024-02-21 10:25:00+05:30,4050.449951171875,4053.10009765625,4050.39990234375,4052.14990234375,4052.14990234375,2687.0,1m
2024-02-21 10:26:00+05:30,4052.14990234375,4052.14990234375,4051.35009765625,4051.5,4051.5,631.0,1m
2024-02-21 10:27:00+05:30,4051.5,4053.5,4048.89990234375,4049.0,4049.0,4708.0,1m
2024-02-21 10:28:00+05:30,4049.0,4049.0,4045.5,4047.35009765625,4047.35009765625,5736.0,1m
2024-02-21 10:29:00+05:30,4047.35009765625,4050.89990234375,4046.85009765625,4050.89990234375,4050.89990234375,6368.0,1m
2024-02-21 10:30:00+05:30,4049.550048828125,4053.699951171875,4047.64990234375,4053.0,4053.0,6851.0,1m
2024-02-21 10:31:00+05:30,4052.10009765625,4057.199951171875,4052.0,4055.10009765625,4055.10009765625,8832.0,1m
2024-02-21 10:32:00+05:30,4056.0,4058.550048828125,4054.5,4054.5,4054.5,6718.0,1m
2024-02-21 10:33:00+05:30,4054.550048828125,4054.550048828125,4052.89990234375,4053.300048828125,4053.300048828125,885.0,1m
2024-02-21 10:34:00+05:30,4053.89990234375,4057.60009765625,4053.300048828125,4057.39990234375,4057.39990234375,3377.0,1m
2024-02-21 10:35:00+05:30,4057.39990234375,4057.85009765625,4055.25,4056.85009765625,4056.85009765625,1406.0,1m
2024-02-21 10:36:00+05:30,4056.89990234375,4056.89990234375,4055.5,4055.5,4055.5,665.0,1m
2024-02-21 10:37:00+05:30,4055.89990234375,4056.0,4054.10009765625,4055.949951171875,4055.949951171875,1578.0,1m
2024-02-21 10:38:00+05:30,4055.949951171875,4055.949951171875,4054.050048828125,4054.550048828125,4054.550048828125,1196.0,1m
2024-02-21 10:39:00+05:30,4054.699951171875,4054.949951171875,4052.550048828125,4053.39990234375,4053.39990234375,2530.0,1m
2024-02-21 10:40:00+05:30,4053.10009765625,4054.0,4051.949951171875,4053.949951171875,4053.949951171875,9686.0,1m
2024-02-21 10:41:00+05:30,4055.0,4055.199951171875,4053.050048828125,4053.050048828125,4053.050048828125,2169.0,1m
2024-02-21 10:42:00+05:30,4053.85009765625,4055.0,4052.300048828125,4053.35009765625,4053.35009765625,938.0,1m
2024-02-21 10:43:00+05:30,4053.0,4053.35009765625,4052.35009765625,4052.64990234375,4052.64990234375,496.0,1m
2024-02-21 10:44:00+05:30,4052.64990234375,4052.64990234375,4052.0,4052.0,4052.0,1765.0,1m
2024-02-21 10:45:00+05:30,4052.0,4052.050048828125,4047.449951171875,4047.800048828125,4047.800048828125,6166.0,1m
2024-02-21 10:46:00+05:30,4047.0,4047.800048828125,4044.0,4044.949951171875,4044.949951171875,4185.0,1m
2024-02-21 10:47:00+05:30,4044.949951171875,4047.10009765625,4044.0,4046.050048828125,4046.050048828125,3170.0,1m
2024-02-21 10:48:00+05:30,4046.0,4046.0,4044.25,4045.89990234375,4045.89990234375,5676.0,1m
2024-02-21 10:49:00+05:30,4045.89990234375,4049.10009765625,4045.89990234375,4048.449951171875,4048.449951171875,989.0,1m
2024-02-21 10:50:00+05:30,4047.550048828125,4047.550048828125,4044.949951171875,4044.949951171875,4044.949951171875,957.0,1m
2024-02-21 10:51:00+05:30,4044.949951171875,4045.89990234375,4044.0,4044.0,4044.0,2771.0,1m
2024-02-21 10:52:00+05:30,4044.050048828125,4044.60009765625,4042.5,4044.14990234375,4044.14990234375,2390.0,1m
2024-02-21 10:53:00+05:30,4044.199951171875,4044.949951171875,4043.14990234375,4044.25,4044.25,734.0,1m
2024-02-21 10:54:00+05:30,4043.699951171875,4044.25,4043.300048828125,4044.050048828125,4044.050048828125,1127.0,1m
2024-02-21 10:55:00+05:30,4044.949951171875,4044.949951171875,4042.699951171875,4042.699951171875,4042.699951171875,2139.0,1m
2024-02-21 10:56:00+05:30,4042.699951171875,4042.699951171875,4041.10009765625,4041.10009765625,4041.10009765625,1341.0,1m
2024-02-21 10:57:00+05:30,4041.5,4043.85009765625,4041.10009765625,4043.199951171875,4043.199951171875,3802.0,1m
2024-02-21 10:58:00+05:30,4043.199951171875,4043.199951171875,4042.0,4042.5,4042.5,899.0,1m
2024-02-21 10:59:00+05:30,4042.050048828125,4043.0,4042.0,4043.0,4043.0,1733.0,1m
2024-02-21 11:00:00+05:30,4043.050048828125,4043.050048828125,4040.550048828125,4040.550048828125,4040.550048828125,3286.0,1m
2024-02-21 11:01:00+05:30,4040.050048828125,4044.0,4040.050048828125,4043.85009765625,4043.85009765625,4046.0,1m
2024-02-21 11:02:00+05:30,4043.85009765625,4046.0,4042.699951171875,4045.449951171875,4045.449951171875,2081.0,1m
2024-02-21 11:03:00+05:30,4046.0,4051.5,4043.5,4050.300048828125,4050.300048828125,4109.0,1m
2024-02-21 11:04:00+05:30,4049.60009765625,4051.25,4049.050048828125,4051.0,4051.0,2895.0,1m
2024-02-21 11:05:00+05:30,4050.0,4053.699951171875,4050.0,4051.949951171875,4051.949951171875,3735.0,1m
2024-02-21 11:06:00+05:30,4052.89990234375,4053.300048828125,4048.14990234375,4048.35009765625,4048.35009765625,3500.0,1m
2024-02-21 11:07:00+05:30,4049.699951171875,4049.699951171875,4046.10009765625,4046.5,4046.5,1624.0,1m
2024-02-21 11:08:00+05:30,4046.39990234375,4048.39990234375,4045.800048828125,4048.39990234375,4048.39990234375,3168.0,1m
2024-02-21 11:09:00+05:30,4048.449951171875,4049.949951171875,4046.550048828125,4046.550048828125,4046.550048828125,1778.0,1m
2024-02-21 11:10:00+05:30,4048.25,4048.5,4045.800048828125,4046.75,4046.75,1887.0,1m
2024-02-21 11:11:00+05:30,4046.0,4048.5,4046.0,4048.050048828125,4048.050048828125,1576.0,1m
2024-02-21 11:12:00+05:30,4048.300048828125,4051.0,4048.199951171875,4050.10009765625,4050.10009765625,2315.0,1m
2024-02-21 11:13:00+05:30,4049.89990234375,4050.0,4046.5,4047.60009765625,4047.60009765625,1786.0,1m
2024-02-21 11:14:00+05:30,4047.64990234375,4048.64990234375,4046.64990234375,4048.35009765625,4048.35009765625,1380.0,1m
2024-02-21 11:15:00+05:30,4048.39990234375,4048.5,4047.60009765625,4048.050048828125,4048.050048828125,1251.0,1m
2024-02-21 11:16:00+05:30,4047.699951171875,4049.0,4047.699951171875,4048.60009765625,4048.60009765625,1090.0,1m
2024-02-21 11:17:00+05:30,4048.85009765625,4049.199951171875,4048.64990234375,4049.050048828125,4049.050048828125,1500.0,1m
2024-02-21 11:18:00+05:30,4049.0,4049.0,4045.39990234375,4045.800048828125,4045.800048828125,2399.0,1m
2024-02-21 11:19:00+05:30,4045.449951171875,4048.800048828125,4044.64990234375,4048.300048828125,4048.300048828125,4777.0,1m
2024-02-21 11:20:00+05:30,4048.0,4048.449951171875,4045.550048828125,4047.800048828125,4047.800048828125,2260.0,1m
2024-02-21 11:21:00+05:30,4047.35009765625,4048.39990234375,4046.449951171875,4046.550048828125,4046.550048828125,1410.0,1m
2024-02-21 11:22:00+05:30,4046.550048828125,4047.199951171875,4044.300048828125,4045.14990234375,4045.14990234375,2318.0,1m
2024-02-21 11:23:00+05:30,4044.300048828125,4044.300048828125,4042.050048828125,4043.14990234375,4043.14990234375,1991.0,1m
2024-02-21 11:24:00+05:30,4042.949951171875,4043.14990234375,4040.050048828125,4040.25,4040.25,2513.0,1m
2024-02-21 11:25:00+05:30,4040.25,4041.050048828125,4035.050048828125,4038.550048828125,4038.550048828125,9360.0,1m
2024-02-21 11:26:00+05:30,4038.699951171875,4038.75,4036.550048828125,4037.39990234375,4037.39990234375,1538.0,1m
2024-02-21 11:27:00+05:30,4038.25,4040.10009765625,4037.39990234375,4040.050048828125,4040.050048828125,1620.0,1m
2024-02-21 11:28:00+05:30,4040.050048828125,4040.949951171875,4038.0,4040.0,4040.0,2768.0,1m
2024-02-21 11:29:00+05:30,4040.0,4042.300048828125,4039.35009765625,4042.300048828125,4042.300048828125,1669.0,1m
2024-02-21 11:30:00+05:30,4042.300048828125,4044.39990234375,4042.300048828125,4043.300048828125,4043.300048828125,2000.0,1m
2024-02-21 11:31:00+05:30,4043.300048828125,4046.0,4043.10009765625,4045.5,4045.5,2166.0,1m
2024-02-21 11:32:00+05:30,4046.0,4046.0,4044.35009765625,4045.89990234375,4045.89990234375,2012.0,1m
2024-02-21 11:33:00+05:30,4047.199951171875,4049.0,4046.0,4048.300048828125,4048.300048828125,2026.0,1m
2024-02-21 11:34:00+05:30,4048.35009765625,4049.25,4046.5,4046.699951171875,4046.699951171875,3315.0,1m
2024-02-21 11:35:00+05:30,4046.949951171875,4049.300048828125,4046.949951171875,4049.300048828125,4049.300048828125,1064.0,1m
2024-02-21 11:36:00+05:30,4049.300048828125,4049.35009765625,4046.050048828125,4046.199951171875,4046.199951171875,2023.0,1m
2024-02-21 11:37:00+05:30,4046.199951171875,4047.85009765625,4045.39990234375,4045.39990234375,4045.39990234375,865.0,1m
2024-02-21 11:38:00+05:30,4045.300048828125,4046.85009765625,4045.0,4046.25,4046.25,1353.0,1m
2024-02-21 11:39:00+05:30,4046.0,4046.35009765625,4044.0,4044.050048828125,4044.050048828125,1109.0,1m
2024-02-21 11:40:00+05:30,4044.050048828125,4044.949951171875,4044.050048828125,4044.5,4044.5,1031.0,1m
2024-02-21 11:41:00+05:30,4044.60009765625,4047.5,4044.5,4044.949951171875,4044.949951171875,1734.0,1m
2024-02-21 11:42:00+05:30,4044.949951171875,4044.949951171875,4043.5,4043.550048828125,4043.550048828125,779.0,1m
2024-02-21 11:43:00+05:30,4044.5,4046.0,4043.5,4045.64990234375,4045.64990234375,1795.0,1m
2024-02-21 11:44:00+05:30,4045.800048828125,4045.800048828125,4045.300048828125,4045.550048828125,4045.550048828125,643.0,1m
2024-02-21 11:45:00+05:30,4045.550048828125,4045.550048828125,4043.050048828125,4043.050048828125,4043.050048828125,1103.0,1m
2024-02-21 11:46:00+05:30,4043.050048828125,4045.300048828125,4043.050048828125,4044.699951171875,4044.699951171875,1934.0,1m
2024-02-21 11:47:00+05:30,4045.300048828125,4045.300048828125,4044.0,4044.10009765625,4044.10009765625,867.0,1m
2024-02-21 11:48:00+05:30,4044.0,4044.25,4041.10009765625,4041.10009765625,4041.10009765625,1393.0,1m
2024-02-21 11:49:00+05:30,4042.5,4045.0,4041.39990234375,4044.75,4044.75,2017.0,1m
2024-02-21 11:50:00+05:30,4044.89990234375,4045.949951171875,4044.75,4045.89990234375,4045.89990234375,889.0,1m
2024-02-21 11:51:00+05:30,4045.89990234375,4046.949951171875,4043.64990234375,4044.199951171875,4044.199951171875,2634.0,1m
2024-02-21 11:52:00+05:30,4044.89990234375,4045.85009765625,4041.64990234375,4043.699951171875,4043.699951171875,4955.0,1m
2024-02-21 11:53:00+05:30,4043.699951171875,4045.949951171875,4043.699951171875,4045.949951171875,4045.949951171875,2427.0,1m
2024-02-21 11:54:00+05:30,4045.949951171875,4046.699951171875,4043.75,4046.39990234375,4046.39990234375,3273.0,1m
2024-02-21 11:55:00+05:30,4046.550048828125,4049.60009765625,4046.300048828125,4047.14990234375,4047.14990234375,2149.0,1m
2024-02-21 11:56:00+05:30,4047.0,4048.85009765625,4046.449951171875,4048.050048828125,4048.050048828125,1045.0,1m
2024-02-21 11:57:00+05:30,4048.10009765625,4049.0,4047.050048828125,4048.050048828125,4048.050048828125,1269.0,1m
2024-02-21 11:58:00+05:30,4047.0,4048.10009765625,4046.699951171875,4048.0,4048.0,1158.0,1m
2024-02-21 11:59:00+05:30,4048.0,4048.0,4045.300048828125,4046.5,4046.5,1337.0,1m
2024-02-21 12:00:00+05:30,4046.5,4047.0,4046.0,4046.75,4046.75,1125.0,1m
2024-02-21 12:01:00+05:30,4046.39990234375,4046.75,4045.050048828125,4045.14990234375,4045.14990234375,754.0,1m
2024-02-21 12:02:00+05:30,4045.10009765625,4045.75,4044.449951171875,4044.449951171875,4044.449951171875,970.0,1m
2024-02-21 12:03:00+05:30,4044.800048828125,4048.39990234375,4044.64990234375,4047.60009765625,4047.60009765625,2034.0,1m
2024-02-21 12:04:00+05:30,4047.85009765625,4048.35009765625,4046.0,4046.199951171875,4046.199951171875,700.0,1m
2024-02-21 12:05:00+05:30,4046.60009765625,4046.60009765625,4045.300048828125,4046.39990234375,4046.39990234375,1035.0,1m
2024-02-21 12:06:00+05:30,4046.5,4048.449951171875,4046.5,4048.0,4048.0,995.0,1m
2024-02-21 12:07:00+05:30,4048.25,4048.25,4045.10009765625,4045.10009765625,4045.10009765625,1095.0,1m
2024-02-21 12:08:00+05:30,4045.60009765625,4046.550048828125,4044.800048828125,4044.800048828125,4044.800048828125,1512.0,1m
2024-02-21 12:09:00+05:30,4044.10009765625,4047.199951171875,4044.10009765625,4047.199951171875,4047.199951171875,1401.0,1m
2024-02-21 12:10:00+05:30,4047.14990234375,4048.25,4046.64990234375,4047.85009765625,4047.85009765625,1179.0,1m
2024-02-21 12:11:00+05:30,4047.85009765625,4048.449951171875,4047.35009765625,4047.800048828125,4047.800048828125,914.0,1m
2024-02-21 12:12:00+05:30,4047.89990234375,4049.64990234375,4047.89990234375,4049.39990234375,4049.39990234375,1658.0,1m
2024-02-21 12:13:00+05:30,4049.35009765625,4049.949951171875,4048.64990234375,4049.800048828125,4049.800048828125,1337.0,1m
2024-02-21 12:14:00+05:30,4049.75,4051.60009765625,4049.550048828125,4051.60009765625,4051.60009765625,3685.0,1m
2024-02-21 12:15:00+05:30,4051.550048828125,4053.949951171875,4051.10009765625,4052.0,4052.0,2794.0,1m
2024-02-21 12:16:00+05:30,4052.449951171875,4053.0,4050.550048828125,4051.699951171875,4051.699951171875,2115.0,1m
2024-02-21 12:17:00+05:30,4052.5,4052.949951171875,4049.60009765625,4049.75,4049.75,1973.0,1m
2024-02-21 12:18:00+05:30,4050.25,4052.199951171875,4049.800048828125,4051.10009765625,4051.10009765625,1546.0,1m
2024-02-21 12:19:00+05:30,4051.0,4051.5,4049.39990234375,4049.64990234375,4049.64990234375,1486.0,1m
2024-02-21 12:20:00+05:30,4049.699951171875,4049.949951171875,4049.449951171875,4049.89990234375,4049.89990234375,1143.0,1m
2024-02-21 12:21:00+05:30,4049.800048828125,4050.550048828125,4049.699951171875,4050.35009765625,4050.35009765625,899.0,1m
2024-02-21 12:22:00+05:30,4050.449951171875,4052.0,4050.300048828125,4050.800048828125,4050.800048828125,2381.0,1m
2024-02-21 12:23:00+05:30,4050.800048828125,4052.0,4046.550048828125,4046.550048828125,4046.550048828125,2681.0,1m
2024-02-21 12:24:00+05:30,4046.5,4049.050048828125,4045.800048828125,4046.75,4046.75,3877.0,1m
2024-02-21 12:25:00+05:30,4046.800048828125,4047.39990234375,4044.64990234375,4045.0,4045.0,2427.0,1m
2024-02-21 12:26:00+05:30,4045.050048828125,4045.25,4044.35009765625,4044.35009765625,4044.35009765625,1787.0,1m
2024-02-21 12:27:00+05:30,4044.35009765625,4044.550048828125,4042.14990234375,4044.0,4044.0,3179.0,1m
2024-02-21 12:28:00+05:30,4043.949951171875,4047.449951171875,4042.60009765625,4043.300048828125,4043.300048828125,2837.0,1m
2024-02-21 12:29:00+05:30,4043.35009765625,4044.10009765625,4041.60009765625,4043.949951171875,4043.949951171875,3342.0,1m
2024-02-21 12:30:00+05:30,4043.800048828125,4045.14990234375,4042.0,4042.0,4042.0,2396.0,1m
2024-02-21 12:31:00+05:30,4042.14990234375,4045.35009765625,4041.550048828125,4044.0,4044.0,2158.0,1m
2024-02-21 12:32:00+05:30,4044.0,4045.449951171875,4043.449951171875,4043.800048828125,4043.800048828125,2161.0,1m
2024-02-21 12:33:00+05:30,4043.75,4045.14990234375,4043.5,4043.949951171875,4043.949951171875,2627.0,1m
2024-02-21 12:34:00+05:30,4043.85009765625,4044.0,4042.5,4042.64990234375,4042.64990234375,2516.0,1m
2024-02-21 12:35:00+05:30,4042.75,4043.199951171875,4041.60009765625,4042.10009765625,4042.10009765625,3007.0,1m
2024-02-21 12:36:00+05:30,4041.949951171875,4042.050048828125,4041.949951171875,4042.0,4042.0,98.0,1m
2024-02-21 12:37:00+05:30,4043.699951171875,4044.5,4042.199951171875,4042.60009765625,4042.60009765625,3895.0,1m
2024-02-21 12:38:00+05:30,4042.5,4044.449951171875,4042.5,4042.89990234375,4042.89990234375,2711.0,1m
2024-02-21 12:39:00+05:30,4043.050048828125,4043.050048828125,4042.0,4042.050048828125,4042.050048828125,1299.0,1m
2024-02-21 12:40:00+05:30,4042.14990234375,4042.14990234375,4041.050048828125,4041.050048828125,4041.050048828125,1589.0,1m
2024-02-21 12:41:00+05:30,4041.050048828125,4041.25,4036.5,4036.550048828125,4036.550048828125,4143.0,1m
2024-02-21 12:42:00+05:30,4036.39990234375,4038.89990234375,4036.0,4038.14990234375,4038.14990234375,3494.0,1m
2024-02-21 12:43:00+05:30,4038.0,4041.64990234375,4038.0,4040.10009765625,4040.10009765625,6169.0,1m
2024-02-21 12:44:00+05:30,4039.050048828125,4039.949951171875,4038.60009765625,4038.89990234375,4038.89990234375,2271.0,1m
2024-02-21 12:45:00+05:30,4039.0,4039.199951171875,4033.050048828125,4033.14990234375,4033.14990234375,2680.0,1m
2024-02-21 12:46:00+05:30,4033.10009765625,4036.949951171875,4032.300048828125,4035.050048828125,4035.050048828125,7607.0,1m
2024-02-21 12:47:00+05:30,4035.050048828125,4037.699951171875,4033.75,4035.89990234375,4035.89990234375,2872.0,1m
2024-02-21 12:48:00+05:30,4035.75,4036.800048828125,4035.10009765625,4035.949951171875,4035.949951171875,1715.0,1m
2024-02-21 12:49:00+05:30,4037.699951171875,4039.60009765625,4035.64990234375,4037.60009765625,4037.60009765625,4089.0,1m
2024-02-21 12:50:00+05:30,4038.25,4038.25,4036.949951171875,4037.550048828125,4037.550048828125,1686.0,1m
2024-02-21 12:51:00+05:30,4037.5,4037.5,4034.89990234375,4034.89990234375,4034.89990234375,2469.0,1m
2024-02-21 12:52:00+05:30,4034.949951171875,4034.949951171875,4033.75,4034.5,4034.5,2774.0,1m
2024-02-21 12:53:00+05:30,4034.39990234375,4037.5,4034.39990234375,4035.75,4035.75,1693.0,1m
2024-02-21 12:54:00+05:30,4035.75,4039.0,4035.699951171875,4038.10009765625,4038.10009765625,1803.0,1m
2024-02-21 12:55:00+05:30,4038.39990234375,4039.0,4035.14990234375,4035.300048828125,4035.300048828125,2972.0,1m
2024-02-21 12:56:00+05:30,4035.800048828125,4038.949951171875,4035.800048828125,4038.39990234375,4038.39990234375,2025.0,1m
2024-02-21 12:57:00+05:30,4038.39990234375,4041.75,4038.25,4041.75,4041.75,3017.0,1m
2024-02-21 12:58:00+05:30,4041.75,4042.89990234375,4040.550048828125,4040.60009765625,4040.60009765625,2183.0,1m
2024-02-21 12:59:00+05:30,4040.5,4042.800048828125,4038.699951171875,4042.10009765625,4042.10009765625,2214.0,1m
2024-02-21 13:00:00+05:30,4041.85009765625,4042.949951171875,4041.0,4041.0,4041.0,1505.0,1m
2024-02-21 13:01:00+05:30,4041.0,4041.10009765625,4040.699951171875,4040.800048828125,4040.800048828125,1361.0,1m
2024-02-21 13:02:00+05:30,4040.60009765625,4041.0,4038.35009765625,4039.699951171875,4039.699951171875,2597.0,1m
